VLK ,Metric
mysql,{{ HOSTNAME }}.mysql-github.mysql_commands-delete
mysql,{{ HOSTNAME }}.mysql-github.mysql_commands-drop_procedure
mysql,{{ HOSTNAME }}.mysql-github.mysql_commands-drop_table
mysql,{{ HOSTNAME }}.mysql-github.mysql_commands-drop_user
mysql,{{ HOSTNAME }}.mysql-github.mysql_commands-execute_sql
mysql,{{ HOSTNAME }}.mysql-github.mysql_commands-flush
mysql,{{ HOSTNAME }}.mysql-github.mysql_commands-grant
mysql,{{ HOSTNAME }}.mysql-github.mysql_commands-insert
mysql,{{ HOSTNAME }}.mysql-github.mysql_commands-insert_select
mysql,{{ HOSTNAME }}.mysql-github.mysql_commands-lock_tables
mysql,{{ HOSTNAME }}.mysql-github.mysql_commands-prepare_sql
mysql,{{ HOSTNAME }}.mysql-github.mysql_commands-reset
mysql,{{ HOSTNAME }}.mysql-github.mysql_commands-rollback
mysql,{{ HOSTNAME }}.mysql-github.mysql_commands-select
mysql,{{ HOSTNAME }}.mysql-github.mysql_commands-set_option
mysql,{{ HOSTNAME }}.mysql-github.mysql_commands-show_create_table
mysql,{{ HOSTNAME }}.mysql-github.mysql_commands-show_fields
mysql,{{ HOSTNAME }}.mysql-github.mysql_commands-show_replica_status
mysql,{{ HOSTNAME }}.mysql-github.mysql_commands-show_slave_status
mysql,{{ HOSTNAME }}.mysql-github.mysql_commands-show_status
mysql,{{ HOSTNAME }}.mysql-github.mysql_commands-show_storage_engines
mysql,{{ HOSTNAME }}.mysql-github.mysql_commands-show_table_status
mysql,{{ HOSTNAME }}.mysql-github.mysql_commands-show_tables
mysql,{{ HOSTNAME }}.mysql-github.mysql_commands-show_triggers
mysql,{{ HOSTNAME }}.mysql-github.mysql_commands-show_variables
mysql,{{ HOSTNAME }}.mysql-github.mysql_commands-show_warnings
mysql,{{ HOSTNAME }}.mysql-github.mysql_commands-unlock_tables
mysql,{{ HOSTNAME }}.mysql-github.mysql_commands-update
mysql,{{ HOSTNAME }}.mysql-github.mysql_commands-update_multi
mysql,{{ HOSTNAME }}.mysql-github.mysql_handler-commit
mysql,{{ HOSTNAME }}.mysql-github.mysql_handler-delete
mysql,{{ HOSTNAME }}.mysql-github.mysql_handler-external_lock
mysql,{{ HOSTNAME }}.mysql-github.mysql_handler-prepare
mysql,{{ HOSTNAME }}.mysql-github.mysql_handler-read_first
mysql,{{ HOSTNAME }}.mysql-github.mysql_handler-read_key
mysql,{{ HOSTNAME }}.mysql-github.mysql_handler-read_last
mysql,{{ HOSTNAME }}.mysql-github.mysql_handler-read_next
mysql,{{ HOSTNAME }}.mysql-github.mysql_handler-read_prev
mysql,{{ HOSTNAME }}.mysql-github.mysql_handler-read_rnd
mysql,{{ HOSTNAME }}.mysql-github.mysql_handler-read_rnd_next
mysql,{{ HOSTNAME }}.mysql-github.mysql_handler-rollback
mysql,{{ HOSTNAME }}.mysql-github.mysql_handler-update
mysql,{{ HOSTNAME }}.mysql-github.mysql_handler-write
mysql,{{ HOSTNAME }}.mysql-github.mysql_innodb_data-fsyncs
mysql,{{ HOSTNAME }}.mysql-github.mysql_innodb_data-read
mysql,{{ HOSTNAME }}.mysql-github.mysql_innodb_data-reads
mysql,{{ HOSTNAME }}.mysql-github.mysql_innodb_data-writes
mysql,{{ HOSTNAME }}.mysql-github.mysql_innodb_data-written
mysql,{{ HOSTNAME }}.mysql-github.mysql_innodb_dblwr-writes
mysql,{{ HOSTNAME }}.mysql-github.mysql_innodb_dblwr-written
mysql,{{ HOSTNAME }}.mysql-github.mysql_innodb_log-fsyncs
mysql,{{ HOSTNAME }}.mysql-github.mysql_innodb_log-waits
mysql,{{ HOSTNAME }}.mysql-github.mysql_innodb_log-write_requests
mysql,{{ HOSTNAME }}.mysql-github.mysql_innodb_log-writes
mysql,{{ HOSTNAME }}.mysql-github.mysql_innodb_log-written
mysql,{{ HOSTNAME }}.mysql-github.mysql_innodb_pages-created
mysql,{{ HOSTNAME }}.mysql-github.mysql_innodb_pages-read
mysql,{{ HOSTNAME }}.mysql-github.mysql_innodb_pages-written
mysql,{{ HOSTNAME }}.mysql-github.mysql_innodb_row_lock-time
mysql,{{ HOSTNAME }}.mysql-github.mysql_innodb_row_lock-waits
mysql,{{ HOSTNAME }}.mysql-github.mysql_innodb_rows-deleted
mysql,{{ HOSTNAME }}.mysql-github.mysql_innodb_rows-inserted
mysql,{{ HOSTNAME }}.mysql-github.mysql_innodb_rows-read
mysql,{{ HOSTNAME }}.mysql-github.mysql_innodb_rows-updated
mysql,{{ HOSTNAME }}.mysql-github.mysql_locks-immediate
mysql,{{ HOSTNAME }}.mysql-github.mysql_locks-lock_deadlocks
mysql,{{ HOSTNAME }}.mysql-github.mysql_locks-lock_row_lock_current_waits
mysql,{{ HOSTNAME }}.mysql-github.mysql_locks-lock_timeouts
mysql,{{ HOSTNAME }}.mysql-github.mysql_locks-waited
mysql,{{ HOSTNAME }}.mysql-github.mysql_octets
mysql,{{ HOSTNAME }}.mysql-github.mysql_select-full_join
mysql,{{ HOSTNAME }}.mysql-github.mysql_select-full_range_join
mysql,{{ HOSTNAME }}.mysql-github.mysql_select-range
mysql,{{ HOSTNAME }}.mysql-github.mysql_select-range_check
mysql,{{ HOSTNAME }}.mysql-github.mysql_select-scan
mysql,{{ HOSTNAME }}.mysql-github.mysql_slow_queries
mysql,{{ HOSTNAME }}.mysql-github.mysql_sort-range
mysql,{{ HOSTNAME }}.mysql-github.mysql_sort-scan
mysql,{{ HOSTNAME }}.mysql-github.mysql_sort_merge_passes
mysql,{{ HOSTNAME }}.mysql-github.mysql_sort_rows
mysql,{{ HOSTNAME }}.mysql-github.operations-adaptive_hash_searches
mysql,{{ HOSTNAME }}.mysql-github.operations-dml_deletes
mysql,{{ HOSTNAME }}.mysql-github.operations-dml_inserts
mysql,{{ HOSTNAME }}.mysql-github.operations-dml_updates
mysql,{{ HOSTNAME }}.mysql-github.operations-ibuf_merges_delete
mysql,{{ HOSTNAME }}.mysql-github.operations-ibuf_merges_delete_mark
mysql,{{ HOSTNAME }}.mysql-github.operations-ibuf_merges_discard_delete
mysql,{{ HOSTNAME }}.mysql-github.operations-ibuf_merges_discard_delete_mark
mysql,{{ HOSTNAME }}.mysql-github.operations-ibuf_merges_discard_insert
mysql,{{ HOSTNAME }}.mysql-github.operations-ibuf_merges_insert
mysql,{{ HOSTNAME }}.mysql-github.operations-innodb_rwlock_s_os_waits
mysql,{{ HOSTNAME }}.mysql-github.operations-innodb_rwlock_s_spin_rounds
mysql,{{ HOSTNAME }}.mysql-github.operations-innodb_rwlock_s_spin_waits
mysql,{{ HOSTNAME }}.mysql-github.operations-innodb_rwlock_x_os_waits
mysql,{{ HOSTNAME }}.mysql-github.operations-innodb_rwlock_x_spin_rounds
mysql,{{ HOSTNAME }}.mysql-github.operations-innodb_rwlock_x_spin_waits
mysql,{{ HOSTNAME }}.mysql-github.operations-os_log_bytes_written
mysql,{{ HOSTNAME }}.mysql-github.operations-os_log_pending_fsyncs
mysql,{{ HOSTNAME }}.mysql-github.operations-os_log_pending_writes
mysql,{{ HOSTNAME }}.mysql-github.threads-cached
mysql,{{ HOSTNAME }}.mysql-github.threads-connected
mysql,{{ HOSTNAME }}.mysql-github.threads-running
mysql,{{ HOSTNAME }}.mysql-github.total_threads-created
mysql,{{ HOSTNAME }}.mysql-github.uptime
netlink,{{ HOSTNAME }}.netlink-tun0.if_collisions
netlink,{{ HOSTNAME }}.netlink-tun0.if_dropped
netlink,{{ HOSTNAME }}.netlink-tun0.if_errors
netlink,{{ HOSTNAME }}.netlink-tun0.if_multicast
netlink,{{ HOSTNAME }}.netlink-tun0.if_octets
netlink,{{ HOSTNAME }}.netlink-tun0.if_packets
netlink,{{ HOSTNAME }}.netlink-tun0.if_rx_errors-crc
netlink,{{ HOSTNAME }}.netlink-tun0.if_rx_errors-fifo
netlink,{{ HOSTNAME }}.netlink-tun0.if_rx_errors-frame
netlink,{{ HOSTNAME }}.netlink-tun0.if_rx_errors-length
netlink,{{ HOSTNAME }}.netlink-tun0.if_rx_errors-missed
netlink,{{ HOSTNAME }}.netlink-tun0.if_rx_errors-over
netlink,{{ HOSTNAME }}.netlink-tun0.if_rx_nohandler
netlink,{{ HOSTNAME }}.netlink-tun0.if_tx_errors-aborted
netlink,{{ HOSTNAME }}.netlink-tun0.if_tx_errors-carrier
netlink,{{ HOSTNAME }}.netlink-tun0.if_tx_errors-fifo
netlink,{{ HOSTNAME }}.netlink-tun0.if_tx_errors-heartbeat
netlink,{{ HOSTNAME }}.netlink-tun0.if_tx_errors-window
netlink,{{ HOSTNAME }}.netlink-{{ INTERFACE }}.if_collisions
netlink,{{ HOSTNAME }}.netlink-{{ INTERFACE }}.if_dropped
netlink,{{ HOSTNAME }}.netlink-{{ INTERFACE }}.if_errors
netlink,{{ HOSTNAME }}.netlink-{{ INTERFACE }}.if_multicast
netlink,{{ HOSTNAME }}.netlink-{{ INTERFACE }}.if_octets
netlink,{{ HOSTNAME }}.netlink-{{ INTERFACE }}.if_packets
netlink,{{ HOSTNAME }}.netlink-{{ INTERFACE }}.if_rx_errors-crc
netlink,{{ HOSTNAME }}.netlink-{{ INTERFACE }}.if_rx_errors-fifo
netlink,{{ HOSTNAME }}.netlink-{{ INTERFACE }}.if_rx_errors-frame
netlink,{{ HOSTNAME }}.netlink-{{ INTERFACE }}.if_rx_errors-length
netlink,{{ HOSTNAME }}.netlink-{{ INTERFACE }}.if_rx_errors-missed
netlink,{{ HOSTNAME }}.netlink-{{ INTERFACE }}.if_rx_errors-over
netlink,{{ HOSTNAME }}.netlink-{{ INTERFACE }}.if_rx_nohandler
netlink,{{ HOSTNAME }}.netlink-{{ INTERFACE }}.if_tx_dropped-class-mq-0:1
netlink,{{ HOSTNAME }}.netlink-{{ INTERFACE }}.if_tx_dropped-class-mq-0:2
netlink,{{ HOSTNAME }}.netlink-{{ INTERFACE }}.if_tx_dropped-class-mq-0:3
netlink,{{ HOSTNAME }}.netlink-{{ INTERFACE }}.if_tx_dropped-class-mq-0:4
netlink,{{ HOSTNAME }}.netlink-{{ INTERFACE }}.if_tx_dropped-class-mq-0:5
netlink,{{ HOSTNAME }}.netlink-{{ INTERFACE }}.if_tx_dropped-class-mq-0:6
netlink,{{ HOSTNAME }}.netlink-{{ INTERFACE }}.if_tx_dropped-class-mq-0:7
netlink,{{ HOSTNAME }}.netlink-{{ INTERFACE }}.if_tx_dropped-class-mq-0:8
netlink,{{ HOSTNAME }}.netlink-{{ INTERFACE }}.if_tx_dropped-qdisc-fq_codel-0:0
netlink,{{ HOSTNAME }}.netlink-{{ INTERFACE }}.if_tx_dropped-qdisc-mq-0:0
netlink,{{ HOSTNAME }}.netlink-{{ INTERFACE }}.if_tx_errors-aborted
netlink,{{ HOSTNAME }}.netlink-{{ INTERFACE }}.if_tx_errors-carrier
netlink,{{ HOSTNAME }}.netlink-{{ INTERFACE }}.if_tx_errors-fifo
netlink,{{ HOSTNAME }}.netlink-{{ INTERFACE }}.if_tx_errors-heartbeat
netlink,{{ HOSTNAME }}.netlink-{{ INTERFACE }}.if_tx_errors-window
netlink,{{ HOSTNAME }}.netlink-{{ INTERFACE }}.ipt_bytes-class-mq-0:1
netlink,{{ HOSTNAME }}.netlink-{{ INTERFACE }}.ipt_bytes-class-mq-0:2
netlink,{{ HOSTNAME }}.netlink-{{ INTERFACE }}.ipt_bytes-class-mq-0:3
netlink,{{ HOSTNAME }}.netlink-{{ INTERFACE }}.ipt_bytes-class-mq-0:4
netlink,{{ HOSTNAME }}.netlink-{{ INTERFACE }}.ipt_bytes-class-mq-0:5
netlink,{{ HOSTNAME }}.netlink-{{ INTERFACE }}.ipt_bytes-class-mq-0:6
netlink,{{ HOSTNAME }}.netlink-{{ INTERFACE }}.ipt_bytes-class-mq-0:7
netlink,{{ HOSTNAME }}.netlink-{{ INTERFACE }}.ipt_bytes-class-mq-0:8
netlink,{{ HOSTNAME }}.netlink-{{ INTERFACE }}.ipt_bytes-qdisc-fq_codel-0:0
netlink,{{ HOSTNAME }}.netlink-{{ INTERFACE }}.ipt_bytes-qdisc-mq-0:0
netlink,{{ HOSTNAME }}.netlink-{{ INTERFACE }}.ipt_packets-class-mq-0:1
netlink,{{ HOSTNAME }}.netlink-{{ INTERFACE }}.ipt_packets-class-mq-0:2
netlink,{{ HOSTNAME }}.netlink-{{ INTERFACE }}.ipt_packets-class-mq-0:3
netlink,{{ HOSTNAME }}.netlink-{{ INTERFACE }}.ipt_packets-class-mq-0:4
netlink,{{ HOSTNAME }}.netlink-{{ INTERFACE }}.ipt_packets-class-mq-0:5
netlink,{{ HOSTNAME }}.netlink-{{ INTERFACE }}.ipt_packets-class-mq-0:6
netlink,{{ HOSTNAME }}.netlink-{{ INTERFACE }}.ipt_packets-class-mq-0:7
netlink,{{ HOSTNAME }}.netlink-{{ INTERFACE }}.ipt_packets-class-mq-0:8
netlink,{{ HOSTNAME }}.netlink-{{ INTERFACE }}.ipt_packets-qdisc-fq_codel-0:0
netlink,{{ HOSTNAME }}.netlink-{{ INTERFACE }}.ipt_packets-qdisc-mq-0:0
nginx,{{ HOSTNAME }}.nginx.connections-accepted
nginx,{{ HOSTNAME }}.nginx.connections-failed
nginx,{{ HOSTNAME }}.nginx.connections-handled
nginx,{{ HOSTNAME }}.nginx.nginx_connections-active
nginx,{{ HOSTNAME }}.nginx.nginx_connections-reading
nginx,{{ HOSTNAME }}.nginx.nginx_connections-waiting
nginx,{{ HOSTNAME }}.nginx.nginx_connections-writing
nginx,{{ HOSTNAME }}.nginx.nginx_requests
nomad,{{ HOSTNAME }}.nomad.gauge-{{ NOMAD_JOB }}[0]_cpustats_percent
nomad,{{ HOSTNAME }}.nomad.gauge-{{ NOMAD_JOB }}[0]_cpustats_throttledperiods
nomad,{{ HOSTNAME }}.nomad.gauge-{{ NOMAD_JOB }}[0]_cpustats_throttledtime
nomad,{{ HOSTNAME }}.nomad.gauge-{{ NOMAD_JOB }}[0]_memorystats_cache
nomad,{{ HOSTNAME }}.nomad.gauge-{{ NOMAD_JOB }}[0]_memorystats_maxusage
nomad,{{ HOSTNAME }}.nomad.gauge-{{ NOMAD_JOB }}[0]_memorystats_rss
nomad,{{ HOSTNAME }}.nomad.gauge-{{ NOMAD_JOB }}[0]_memorystats_swap
nomad,{{ HOSTNAME }}.nomad.gauge-{{ NOMAD_JOB }}[0]_memorystats_usage
processes,{{ HOSTNAME }}.processes-{{ PROCESS }}.disk_octets
processes,{{ HOSTNAME }}.processes-{{ PROCESS }}.io_octets
processes,{{ HOSTNAME }}.processes-{{ PROCESS }}.io_ops
processes,{{ HOSTNAME }}.processes-{{ PROCESS }}.ps_code
processes,{{ HOSTNAME }}.processes-{{ PROCESS }}.ps_count
processes,{{ HOSTNAME }}.processes-{{ PROCESS }}.ps_cputime
processes,{{ HOSTNAME }}.processes-{{ PROCESS }}.ps_data
processes,{{ HOSTNAME }}.processes-{{ PROCESS }}.ps_pagefaults
processes,{{ HOSTNAME }}.processes-{{ PROCESS }}.ps_rss
processes,{{ HOSTNAME }}.processes-{{ PROCESS }}.ps_stacksize
processes,{{ HOSTNAME }}.processes-{{ PROCESS }}.ps_vm

redis,{{ HOSTNAME }}.redis-github.blocked_clients
redis,{{ HOSTNAME }}.redis-github.cache_result-hits
redis,{{ HOSTNAME }}.redis-github.cache_result-misses
redis,{{ HOSTNAME }}.redis-github.current_connections-clients
redis,{{ HOSTNAME }}.redis-github.current_connections-slaves
redis,{{ HOSTNAME }}.redis-github.evicted_keys
redis,{{ HOSTNAME }}.redis-github.expired_keys
redis,{{ HOSTNAME }}.redis-github.memory
redis,{{ HOSTNAME }}.redis-github.memory_lua
redis,{{ HOSTNAME }}.redis-github.percent-hitratio
redis,{{ HOSTNAME }}.redis-github.ps_cputime-children
redis,{{ HOSTNAME }}.redis-github.ps_cputime-daemon
redis,{{ HOSTNAME }}.redis-github.pubsub-channels
redis,{{ HOSTNAME }}.redis-github.pubsub-patterns
redis,{{ HOSTNAME }}.redis-github.records-0
redis,{{ HOSTNAME }}.redis-github.records-1
redis,{{ HOSTNAME }}.redis-github.records-2
redis,{{ HOSTNAME }}.redis-github.records-5
redis,{{ HOSTNAME }}.redis-github.total_bytes-input
redis,{{ HOSTNAME }}.redis-github.total_bytes-output
redis,{{ HOSTNAME }}.redis-github.total_connections
redis,{{ HOSTNAME }}.redis-github.total_operations
redis,{{ HOSTNAME }}.redis-github.uptime
redis,{{ HOSTNAME }}.redis-github.volatile_changes
statsd,{{ HOSTNAME }}.statsd.derive-alive.router.kafka.request.pending
statsd,{{ HOSTNAME }}.statsd.derive-aqueduct-lite.request.count.200
poupdate
second
